2026-05-09 00:41:04 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-10 13:22:55 [http-nio-8080-exec-6] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 5, overallTotal: 17, prospectCount: 17, clientCount: 0
2026-05-10 13:22:55 [http-nio-8080-exec-6] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 5, getAll: false, page: 0, limit: 5
2026-05-10 13:22:56 [http-nio-8080-exec-8] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — GET /api/users
2026-05-10 13:22:56 [http-nio-8080-exec-8] DEBUG com.lmi.crm.config.JwtUtil - JWT validation passed
2026-05-10 13:22:56 [http-nio-8080-exec-8] DEBUG com.lmi.crm.config.JwtUtil - JWT extractUserId — userId: 5
2026-05-10 13:22:56 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=4)
2026-05-10 13:22:56 [http-nio-8080-exec-3] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 5, role: ADMIN, getAll: false, typeFilter: CLIENT, licenseeIdFilter: null, associateIdFilter: null, page: 0, limit: 5
2026-05-10 13:22:58 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=4)
2026-05-10 13:22:58 [http-nio-8080-exec-3] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 5, overallTotal: 8, prospectCount: 0, clientCount: 8
2026-05-10 13:22:58 [http-nio-8080-exec-3] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 5, getAll: false, page: 0, limit: 5
2026-05-10 13:22:59 [http-nio-8080-exec-10] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — GET /api/prospects
2026-05-10 13:22:59 [http-nio-8080-exec-10] DEBUG com.lmi.crm.config.JwtUtil - JWT validation passed
2026-05-10 13:22:59 [http-nio-8080-exec-10] DEBUG com.lmi.crm.config.JwtUtil - JWT extractUserId — userId: 5
2026-05-10 13:22:59 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=4)
2026-05-10 13:22:59 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=4)
2026-05-10 13:23:00 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=4)
2026-05-10 13:23:01 [http-nio-8080-exec-8] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — authenticated userId: 5, role: ADMIN — GET /api/users
2026-05-10 13:23:01 [http-nio-8080-exec-8] DEBUG com.lmi.crm.service.UserServiceImpl - getUsers — requestingUserId: 5, getAll: false, roleFilter: ASSOCIATE, statusFilter: null, includeAllStatuses: false, page: 0, limit: 5
2026-05-10 13:23:01 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=4)
2026-05-10 13:23:01 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=4)
2026-05-10 13:23:02 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=4)
2026-05-10 13:23:02 [http-nio-8080-exec-10] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — authenticated userId: 5, role: ADMIN — GET /api/prospects
2026-05-10 13:23:02 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=4)
2026-05-10 13:23:03 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=4)
2026-05-10 13:23:04 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=4)
2026-05-10 13:23:05 [http-nio-8080-exec-4] INFO  c.lmi.crm.service.AlertServiceImpl - GET /api/admin/alerts — paginated mode — typeFilter: DUPLICATE_PROSPECT, statusFilter: PENDING, page: 0, limit: 5, total: 0
2026-05-10 13:23:05 [http-nio-8080-exec-2] INFO  c.l.crm.service.TaskNoteServiceImpl - getTasks — requestingUserId: 5, getAll: false, statusFilter: null, page: 0, limit: 5, totalCount: 6
2026-05-10 13:23:05 [http-nio-8080-exec-2] INFO  c.l.crm.service.TaskNoteServiceImpl - getTasks — paginated mode — requestingUserId: 5, totalCount: 6, filteredTotal: 6, page: 0, limit: 5
2026-05-10 13:23:05 [http-nio-8080-exec-9] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — GET /api/prospects
2026-05-10 13:23:05 [http-nio-8080-exec-7] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — GET /api/tasks
2026-05-10 13:23:05 [http-nio-8080-exec-9] DEBUG com.lmi.crm.config.JwtUtil - JWT validation passed
2026-05-10 13:23:05 [http-nio-8080-exec-9] DEBUG com.lmi.crm.config.JwtUtil - JWT extractUserId — userId: 5
2026-05-10 13:23:05 [http-nio-8080-exec-7] DEBUG com.lmi.crm.config.JwtUtil - JWT validation passed
2026-05-10 13:23:05 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=3)
2026-05-10 13:23:05 [http-nio-8080-exec-7] DEBUG com.lmi.crm.config.JwtUtil - JWT extractUserId — userId: 5
2026-05-10 13:23:05 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=4)
2026-05-10 13:23:05 [http-nio-8080-exec-10] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 5, role: ADMIN, getAll: false, typeFilter: PROSPECT, licenseeIdFilter: null, associateIdFilter: null, page: 0, limit: 5
2026-05-10 13:23:06 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=4)
2026-05-10 13:23:07 [http-nio-8080-exec-5] INFO  c.lmi.crm.service.AlertServiceImpl - GET /api/admin/alerts — paginated mode — typeFilter: null, statusFilter: PENDING, page: 0, limit: 5, total: 0
2026-05-10 13:23:07 [http-nio-8080-exec-10] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 5, overallTotal: 17, prospectCount: 17, clientCount: 0
2026-05-10 13:23:07 [http-nio-8080-exec-10] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 5, getAll: false, page: 0, limit: 5
2026-05-10 13:23:08 [http-nio-8080-exec-6] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — GET /api/users
2026-05-10 13:23:08 [http-nio-8080-exec-6] DEBUG com.lmi.crm.config.JwtUtil - JWT validation passed
2026-05-10 13:23:08 [http-nio-8080-exec-6] DEBUG com.lmi.crm.config.JwtUtil - JWT extractUserId — userId: 5
2026-05-10 13:23:08 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=4)
2026-05-10 13:23:08 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — GET /api/users
2026-05-10 13:23:08 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtUtil - JWT validation passed
2026-05-10 13:23:08 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtUtil - JWT extractUserId — userId: 5
2026-05-10 13:23:08 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=4)
2026-05-10 13:23:09 [http-nio-8080-exec-9] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — authenticated userId: 5, role: ADMIN — GET /api/prospects
2026-05-10 13:23:09 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=4)
2026-05-10 13:23:10 [http-nio-8080-exec-8] INFO  com.lmi.crm.service.UserServiceImpl - getUsers — requestingUserId: 5, getAll: false, page: 0, limit: 5, filteredTotal: 2
2026-05-10 13:23:10 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=3)
2026-05-10 13:23:11 [http-nio-8080-exec-7] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — authenticated userId: 5, role: ADMIN — GET /api/tasks
2026-05-10 13:23:11 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=3)
2026-05-10 13:23:12 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — authenticated userId: 5, role: ADMIN — GET /api/users
2026-05-10 13:23:12 [HikariPool-1:housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Before cleanup stats (total=2/2, idle=0/1, active=2, waiting=2)
2026-05-10 13:23:12 [HikariPool-1:housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - After  cleanup stats (total=2/2, idle=0/1, active=2, waiting=2)
2026-05-10 13:23:12 [HikariPool-1:housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Fill pool skipped, pool has sufficient level or currently being filled.
2026-05-10 13:23:12 [http-nio-8080-exec-3] DEBUG com.lmi.crm.service.UserServiceImpl - getUsers — requestingUserId: 5, getAll: false, roleFilter: LICENSEE, statusFilter: null, includeAllStatuses: false, page: 0, limit: 5
2026-05-10 13:23:12 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=3)
2026-05-10 13:23:12 [http-nio-8080-exec-9] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 5, role: ADMIN, getAll: false, typeFilter: CLIENT, licenseeIdFilter: null, associateIdFilter: null, page: 0, limit: 5
2026-05-10 13:23:15 [http-nio-8080-exec-6] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — authenticated userId: 5, role: ADMIN — GET /api/users
2026-05-10 13:23:15 [http-nio-8080-exec-9] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 5, overallTotal: 8, prospectCount: 0, clientCount: 8
2026-05-10 13:23:15 [http-nio-8080-exec-9] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 5, getAll: false, page: 0, limit: 5
2026-05-10 13:23:15 [http-nio-8080-exec-6] DEBUG com.lmi.crm.service.UserServiceImpl - getUsers — requestingUserId: 5, getAll: false, roleFilter: ASSOCIATE, statusFilter: null, includeAllStatuses: false, page: 0, limit: 5
2026-05-10 13:23:15 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=3)
2026-05-10 13:23:15 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=2)
2026-05-10 13:23:16 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=2)
2026-05-10 13:23:17 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=1)
2026-05-10 13:23:17 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=2)
2026-05-10 13:23:18 [http-nio-8080-exec-7] INFO  c.l.crm.service.TaskNoteServiceImpl - getTasks — requestingUserId: 5, getAll: false, statusFilter: null, page: 0, limit: 5, totalCount: 6
2026-05-10 13:23:18 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=1)
2026-05-10 13:23:18 [http-nio-8080-exec-7] INFO  c.l.crm.service.TaskNoteServiceImpl - getTasks — paginated mode — requestingUserId: 5, totalCount: 6, filteredTotal: 6, page: 0, limit: 5
2026-05-10 13:23:19 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=1)
2026-05-10 13:23:20 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=1)
2026-05-10 13:23:20 [http-nio-8080-exec-6] INFO  com.lmi.crm.service.UserServiceImpl - getUsers — requestingUserId: 5, getAll: false, page: 0, limit: 5, filteredTotal: 2
2026-05-10 13:23:22 [http-nio-8080-exec-1] INFO  com.lmi.crm.service.UserServiceImpl - getUsers — requestingUserId: 5, getAll: false, page: 0, limit: 5, filteredTotal: 7
2026-05-10 13:23:24 [http-nio-8080-exec-3] INFO  com.lmi.crm.service.UserServiceImpl - getUsers — requestingUserId: 5, getAll: false, page: 0, limit: 5, filteredTotal: 7
2026-05-10 13:23:38 [http-nio-8080-exec-5] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — GET /api/prospects
2026-05-10 13:23:38 [http-nio-8080-exec-5] DEBUG com.lmi.crm.config.JwtUtil - JWT validation passed
2026-05-10 13:23:38 [http-nio-8080-exec-5] DEBUG com.lmi.crm.config.JwtUtil - JWT extractUserId — userId: 5
2026-05-10 13:23:40 [http-nio-8080-exec-5] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — authenticated userId: 5, role: ADMIN — GET /api/prospects
2026-05-10 13:23:42 [HikariPool-1:housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Before cleanup stats (total=2/2, idle=1/1, active=1, waiting=0)
2026-05-10 13:23:42 [HikariPool-1:housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - After  cleanup stats (total=2/2, idle=1/1, active=1, waiting=0)
2026-05-10 13:23:42 [HikariPool-1:housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Fill pool skipped, pool has sufficient level or currently being filled.
2026-05-10 13:23:43 [http-nio-8080-exec-5] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 5, role: ADMIN, getAll: true, typeFilter: PROSPECT, licenseeIdFilter: null, associateIdFilter: null, page: 0, limit: 10
2026-05-10 13:23:49 [http-nio-8080-exec-5] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 5, overallTotal: 17, prospectCount: 17, clientCount: 0
2026-05-10 13:23:49 [http-nio-8080-exec-5] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 5, getAll: true, page: 0, limit: 10
2026-05-10 13:23:49 [http-nio-8080-exec-5] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — GET /api/prospects
2026-05-10 13:23:49 [http-nio-8080-exec-5] DEBUG com.lmi.crm.config.JwtUtil - JWT validation passed
2026-05-10 13:23:49 [http-nio-8080-exec-5] DEBUG com.lmi.crm.config.JwtUtil - JWT extractUserId — userId: 5
2026-05-10 13:23:53 [http-nio-8080-exec-5] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — authenticated userId: 5, role: ADMIN — GET /api/prospects
2026-05-10 13:23:56 [http-nio-8080-exec-5] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 5, role: ADMIN, getAll: true, typeFilter: PROSPECT, licenseeIdFilter: null, associateIdFilter: null, page: 0, limit: 10
2026-05-10 13:23:58 [http-nio-8080-exec-1] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — GET /api/users
2026-05-10 13:23:58 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — GET /api/groups
2026-05-10 13:23:58 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtUtil - JWT validation passed
2026-05-10 13:23:58 [http-nio-8080-exec-1] DEBUG com.lmi.crm.config.JwtUtil - JWT validation passed
2026-05-10 13:23:58 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtUtil - JWT extractUserId — userId: 5
2026-05-10 13:23:58 [http-nio-8080-exec-1] DEBUG com.lmi.crm.config.JwtUtil - JWT extractUserId — userId: 5
2026-05-10 13:23:58 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=1)
2026-05-10 13:23:59 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — authenticated userId: 5, role: ADMIN — GET /api/groups
2026-05-10 13:23:59 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=1)
2026-05-10 13:24:00 [http-nio-8080-exec-1] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — authenticated userId: 5, role: ADMIN — GET /api/users
2026-05-10 13:24:00 [http-nio-8080-exec-1] DEBUG com.lmi.crm.service.UserServiceImpl - getUsers — requestingUserId: 5, getAll: false, roleFilter: LICENSEE, statusFilter: null, includeAllStatuses: false, page: 0, limit: 100
2026-05-10 13:24:00 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=1)
2026-05-10 13:24:01 [http-nio-8080-exec-3] INFO  c.lmi.crm.service.GroupServiceImpl - getGroups — requestingUserId: 5, getAll: false, licenseeIdFilter: null, page: 0, limit: 10
2026-05-10 13:24:05 [http-nio-8080-exec-3] INFO  c.lmi.crm.service.GroupServiceImpl - getGroups — paginated mode — requestingUserId: 5, overallTotal: 1, page: 0, limit: 10
2026-05-10 13:24:06 [http-nio-8080-exec-4] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — GET /api/groups
2026-05-10 13:24:06 [http-nio-8080-exec-4] DEBUG com.lmi.crm.config.JwtUtil - JWT validation passed
2026-05-10 13:24:06 [http-nio-8080-exec-4] DEBUG com.lmi.crm.config.JwtUtil - JWT extractUserId — userId: 5
2026-05-10 13:24:06 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=1)
2026-05-10 13:24:06 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=1)
2026-05-10 13:24:08 [http-nio-8080-exec-4] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — authenticated userId: 5, role: ADMIN — GET /api/groups
2026-05-10 13:24:08 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=1)
2026-05-10 13:24:09 [HikariPool-1:connection-adder] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Connection not added, stats (total=2/2, idle=0/1, active=2, waiting=1)
2026-05-10 13:24:09 [http-nio-8080-exec-4] INFO  c.lmi.crm.service.GroupServiceImpl - getGroups — requestingUserId: 5, getAll: false, licenseeIdFilter: null, page: 0, limit: 10
2026-05-10 13:24:11 [http-nio-8080-exec-5] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 5, overallTotal: 17, prospectCount: 17, clientCount: 0
2026-05-10 13:24:11 [http-nio-8080-exec-5] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 5, getAll: true, page: 0, limit: 10
2026-05-10 13:24:12 [HikariPool-1:housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Before cleanup stats (total=2/2, idle=0/1, active=2, waiting=1)
2026-05-10 13:24:12 [HikariPool-1:housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - After  cleanup stats (total=2/2, idle=0/1, active=2, waiting=1)
2026-05-10 13:24:12 [HikariPool-1:housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Fill pool skipped, pool has sufficient level or currently being filled.
2026-05-10 13:24:13 [http-nio-8080-exec-4] INFO  c.lmi.crm.service.GroupServiceImpl - getGroups — paginated mode — requestingUserId: 5, overallTotal: 1, page: 0, limit: 10
2026-05-10 13:24:13 [HikariPool-1:housekeeper] WARN  c.zaxxer.hikari.pool.ProxyLeakTask - Connection leak detection triggered for org.postgresql.jdbc.PgConnection@274c9c53 on thread http-nio-8080-exec-5, stack trace follows
java.lang.Exception: Apparent connection leak detected
	at com.zaxxer.hikari.HikariDataSource.getConnection(HikariDataSource.java:127)
	at org.hibernate.engine.jdbc.connections.internal.DataSourceConnectionProvider.getConnection(DataSourceConnectionProvider.java:137)
	at org.hibernate.internal.NonContextualJdbcConnectionAccess.obtainConnection(NonContextualJdbcConnectionAccess.java:47)
	at org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.acquire(LogicalConnectionManagedImpl.java:187)
	at org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.acquireConnectionIfNeeded(LogicalConnectionManagedImpl.java:87)
	at org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.getPhysicalConnection(LogicalConnectionManagedImpl.java:126)
	at org.springframework.orm.jpa.vendor.HibernateJpaDialect.beginTransaction(HibernateJpaDialect.java:135)
	at org.springframework.orm.jpa.JpaTransactionManager.doBegin(JpaTransactionManager.java:411)
	at org.springframework.transaction.support.AbstractPlatformTransactionManager.startTransaction(AbstractPlatformTransactionManager.java:532)
	at org.springframework.transaction.support.AbstractPlatformTransactionManager.getTransaction(AbstractPlatformTransactionManager.java:405)
	at org.springframework.transaction.interceptor.TransactionAspectSupport.createTransactionIfNecessary(TransactionAspectSupport.java:628)
	at org.springframework.transaction.interceptor.TransactionAspectSupport.invokeWithinTransaction(TransactionAspectSupport.java:365)
	at org.springframework.transaction.interceptor.TransactionInterceptor.invoke(TransactionInterceptor.java:130)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:179)
	at org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept(CglibAopProxy.java:719)
	at com.lmi.crm.service.ProspectServiceImpl$$SpringCGLIB$$0.getProspects(<generated>)
	at com.lmi.crm.controller.ProspectController.getProspects(ProspectController.java:43)
	at jdk.internal.reflect.GeneratedMethodAccessor47.invoke(Unknown Source)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.base/java.lang.reflect.Method.invoke(Method.java:569)
	at org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:359)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint(ReflectiveMethodInvocation.java:190)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:158)
	at org.springframework.security.authorization.method.AuthorizationManagerBeforeMethodInterceptor.proceed(AuthorizationManagerBeforeMethodInterceptor.java:271)
	at org.springframework.security.authorization.method.AuthorizationManagerBeforeMethodInterceptor.attemptAuthorization(AuthorizationManagerBeforeMethodInterceptor.java:266)
	at org.springframework.security.authorization.method.AuthorizationManagerBeforeMethodInterceptor.invoke(AuthorizationManagerBeforeMethodInterceptor.java:197)
	at org.springframework.security.config.annotation.method.configuration.DeferringMethodInterceptor.invoke(DeferringMethodInterceptor.java:44)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:179)
	at org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept(CglibAopProxy.java:719)
	at com.lmi.crm.controller.ProspectController$$SpringCGLIB$$0.getProspects(<generated>)
	at jdk.internal.reflect.GeneratedMethodAccessor47.invoke(Unknown Source)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.base/java.lang.reflect.Method.invoke(Method.java:569)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:252)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:184)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:117)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:934)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:853)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:86)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:963)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:866)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1000)
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:892)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:622)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:874)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:710)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:128)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:107)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:110)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:107)
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:108)
	at org.springframework.security.web.FilterChainProxy.lambda$doFilterInternal$3(FilterChainProxy.java:235)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:371)
	at org.springframework.security.web.access.intercept.AuthorizationFilter.doFilter(AuthorizationFilter.java:101)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:380)
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:126)
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:120)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:380)
	at org.springframework.security.web.session.SessionManagementFilter.doFilter(SessionManagementFilter.java:132)
